no,date,red1,red2,red3,red4,red5,red6,blue1,dummy_red1,dummy_red2,dummy_red3,dummy_red4,dummy_red5,dummy_red6,dummy_blue1
16085,20160724,01,12,19,20,21,25,16,31,30,18,32,28,9,1
16086,20160726,09,10,11,12,15,32,05,5,23,3,11,33,17,4
16087,20160728,02,03,10,11,14,21,12,32,8,15,4,20,19,12
16088,20160731,03,14,16,18,25,33,15,3,11,13,5,22,7,8
16089,20160802,01,03,14,30,31,32,08,2,5,17,26,23,11,6
16090,20160804,02,13,17,20,21,26,07,17,23,8,28,9,10,1
16091,20160807,04,08,14,22,23,28,07,10,33,25,6,26,19,14
16092,20160809,02,13,15,23,24,29,06,13,12,14,8,24,1,15
16093,20160811,06,09,15,17,25,27,09,13,11,6,32,27,21,3
16094,20160814,06,07,10,12,18,31,10,32,28,14,33,16,8,6
16095,20160816,01,05,09,12,18,32,12,23,24,1,16,28,10,6
16096,20160818,06,13,14,21,22,24,16,20,30,10,28,24,26,6
16097,20160821,06,13,25,26,28,31,01,7,23,3,29,24,25,11
16098,20160823,02,08,25,29,31,32,06,15,10,6,4,23,29,3
16099,20160825,01,11,21,23,27,33,06,12,18,15,5,21,9,10
16100,20160828,03,10,22,23,27,29,04,9,23,13,18,21,27,8
16101,20160830,01,03,19,24,32,33,01,29,8,26,4,6,21,13
16102,20160901,05,08,10,14,17,30,13,25,22,28,1,33,13,8
16103,20160904,01,05,13,19,24,27,11,23,17,5,10,12,30,9
16104,20160906,05,09,11,18,30,31,04,6,13,2,1,32,30,12
16105,20160908,08,10,19,27,28,31,16,6,3,21,28,26,10,14
16106,20160911,04,05,13,22,25,30,04,3,1,11,28,22,30,6
16107,20160913,06,11,18,26,27,32,01,11,1,33,15,9,19,14
16108,20160915,02,03,07,08,19,26,16,27,3,28,10,5,20,2
16109,20160918,09,11,15,16,27,33,05,20,16,11,12,5,24,9
16110,20160920,05,07,28,31,32,33,08,23,33,21,15,4,12,10
16111,20160922,02,04,07,14,15,32,04,8,30,33,25,19,16,15
16112,20160925,06,12,14,15,18,25,12,19,5,30,6,1,13,13
16113,20160927,01,11,16,17,20,26,14,14,18,15,13,12,3,12
16114,20160929,05,16,20,22,27,29,09,27,14,28,13,3,22,8
16115,20161002,06,08,20,22,26,27,09,30,8,11,21,13,15,12
16116,20161004,07,18,20,23,27,31,13,13,10,24,31,20,15,7
16117,20161006,03,10,14,17,28,33,02,12,23,3,21,24,4,12
16118,20161009,09,14,22,23,31,33,14,1,3,15,17,2,5,15
16119,20161011,09,19,21,30,31,32,04,33,1,21,26,24,31,10
16120,20161013,02,05,06,21,25,28,09,5,15,10,8,21,30,16
16121,20161016,02,03,10,23,25,28,09,21,20,29,8,6,27,9
16122,20161018,15,22,23,24,28,29,08,25,32,30,10,29,2,4
16123,20161020,07,09,12,14,20,27,16,19,11,28,23,22,18,10
16124,20161023,09,15,21,24,27,32,10,1,8,6,11,29,23,14
16125,20161025,01,06,08,20,27,30,03,4,32,24,27,28,14,3
16126,20161027,02,06,12,17,18,19,10,26,20,31,5,27,22,6
16127,20161030,07,12,17,26,29,31,16,17,7,21,9,26,11,11
16128,20161101,04,09,11,17,26,27,13,29,10,9,32,18,3,11
16129,20161103,05,06,08,21,31,33,14,7,29,10,4,5,22,7
16130,20161106,03,17,21,23,27,28,01,7,4,32,8,5,2,13
16131,20161108,04,10,18,19,25,27,02,27,14,18,31,9,29,11
16132,20161110,05,08,13,19,27,28,07,13,27,23,18,10,20,7
16133,20161113,15,16,21,22,27,33,15,9,23,27,8,30,32,5
16134,20161115,11,12,13,14,18,33,13,11,21,17,2,18,12,14
16135,20161117,02,08,10,18,20,33,12,30,31,19,7,4,11,13
16136,20161120,02,07,10,20,27,29,03,3,7,11,29,12,31,11
16137,20161122,01,06,09,10,15,32,14,32,24,21,5,19,15,6
16138,20161124,07,16,20,24,25,30,07,8,33,11,2,5,20,12
16139,20161127,01,06,19,26,28,30,03,23,24,1,22,2,6,15
16140,20161129,01,02,05,17,26,32,10,31,25,26,28,10,18,10
16141,20161201,04,13,15,17,21,24,15,9,6,19,18,15,22,8
16142,20161204,01,10,17,21,23,30,12,30,19,5,9,27,31,2
16143,20161206,06,09,23,24,25,33,13,19,17,24,12,27,10,14
16144,20161208,04,10,12,27,32,33,05,12,25,24,10,16,8,5
16145,20161211,01,03,07,12,19,20,06,13,12,33,9,22,19,7
16146,20161213,03,07,15,16,17,23,10,14,7,11,10,25,33,2
16147,20161215,04,14,18,28,31,32,12,32,26,8,23,9,2,15
16148,20161218,01,02,11,20,26,30,14,14,24,21,27,23,17,15
16149,20161220,03,20,23,26,32,33,07,7,8,23,22,31,16,7
16150,20161222,02,04,05,09,13,21,05,30,10,4,22,2,16,14
16151,20161225,06,11,16,20,22,33,07,30,20,32,9,33,11,4
16152,20161227,02,08,09,16,20,22,07,28,32,22,25,7,14,1
16153,20161229,07,09,16,24,25,29,06,4,8,25,28,14,20,7
17001,20170101,09,11,14,20,25,26,15,9,14,20,8,2,28,14
17002,20170103,15,19,23,24,25,32,03,9,15,27,7,12,3,16
17003,20170105,01,04,08,15,27,32,16,30,25,17,2,29,12,11
17004,20170108,05,13,17,26,27,30,07,17,20,3,13,6,4,14
17005,20170110,06,11,12,22,23,30,05,17,14,28,10,8,2,15
17006,20170112,02,04,08,26,29,33,08,27,33,9,4,32,22,4
17007,20170115,02,04,05,24,26,33,15,20,29,7,13,5,10,14
17008,20170117,07,13,15,27,28,29,13,18,29,14,7,10,6,3
17009,20170119,02,06,08,09,15,29,14,30,2,17,4,19,33,5
17010,20170122,05,08,19,25,28,30,07,18,21,24,15,30,3,8
17011,20170124,10,11,12,23,26,29,16,18,5,14,19,17,2,14
17012,20170126,10,11,14,15,16,24,07,32,2,7,4,29,15,9
17013,20170205,08,11,28,29,31,33,06,18,14,17,5,11,15,15
17014,20170207,06,08,18,20,23,31,13,33,28,26,22,11,23,3
17015,20170209,01,08,09,14,17,32,01,15,13,20,16,5,33,15
17016,20170212,05,08,16,22,27,29,02,2,29,21,17,9,6,13
17017,20170214,03,07,08,10,22,23,12,16,30,19,33,11,20,4
17018,20170216,01,02,03,17,25,31,09,32,2,23,8,25,5,3
17019,20170219,04,06,08,12,23,25,08,13,26,30,25,29,3,3
17020,20170221,04,08,10,12,31,33,10,7,16,9,27,30,19,12
17021,20170223,02,05,10,22,32,33,09,5,8,2,30,17,13,16
17022,20170226,02,06,15,16,18,32,15,1,23,8,24,20,15,1
17023,20170228,01,03,04,11,18,22,14,24,11,30,6,27,7,12
17024,20170302,09,21,25,26,29,31,13,28,24,19,15,16,27,16
17025,20170305,02,15,16,17,22,32,07,18,19,29,13,33,14,1
17026,20170307,03,10,12,19,27,30,08,7,3,30,17,20,19,11
17027,20170309,02,04,11,14,27,30,05,26,8,10,24,32,15,8
17028,20170312,07,08,12,13,22,30,09,33,25,17,27,12,22,11
17029,20170314,02,15,21,23,25,30,10,15,5,25,6,17,3,3
17030,20170316,01,07,09,20,23,30,02,21,20,4,6,16,10,3
17031,20170319,06,10,16,26,27,29,03,1,33,8,21,4,22,15
17032,20170321,05,08,15,24,27,31,11,18,26,28,31,12,27,6
17033,20170323,05,07,15,20,23,30,15,27,8,12,30,23,6,10
17034,20170326,04,07,08,19,32,33,13,5,15,13,20,17,21,11
17035,20170328,01,06,14,24,28,32,12,1,7,25,17,29,23,7
17036,20170330,01,02,05,10,24,27,15,19,4,26,1,17,27,4
17037,20170402,11,15,20,22,25,30,05,1,10,8,14,28,15,14
17038,20170404,01,04,08,13,24,27,05,12,7,16,17,8,33,6
17039,20170406,02,04,12,14,17,24,15,9,16,8,27,7,33,11
17040,20170409,15,19,23,28,29,33,04,30,3,15,5,10,20,3
17041,20170411,04,10,13,15,22,27,04,23,20,30,10,5,2,13
17042,20170413,01,02,04,07,10,23,04,18,12,30,2,32,3,2
17043,20170416,08,13,16,23,27,31,08,30,29,32,20,14,21,8
17044,20170418,08,16,19,21,31,32,06,6,20,15,11,29,33,11
17045,20170420,05,07,16,20,21,25,05,2,9,14,29,27,30,6
17046,20170423,04,13,14,23,26,32,10,33,10,30,24,25,3,3
17047,20170425,02,05,08,10,32,33,02,6,2,4,11,13,14,6
17048,20170427,05,08,09,14,15,19,07,3,26,4,19,15,22,12
17049,20170430,01,08,14,15,20,29,10,26,8,24,12,18,11,10
17050,20170502,10,12,20,24,27,29,07,3,4,29,1,23,5,2
17051,20170504,02,05,09,15,24,25,11,25,30,8,33,11,3,16
17052,20170507,07,08,18,24,29,31,07,23,6,31,16,32,33,6
17053,20170509,04,09,11,15,29,31,06,18,32,9,7,30,31,7
17054,20170511,02,03,09,23,28,33,08,16,10,8,2,33,11,10
17055,20170514,07,12,13,20,24,31,05,4,12,20,7,6,30,12
17056,20170516,13,14,18,19,21,28,06,11,20,13,27,12,10,1
17057,20170518,18,20,22,23,30,31,16,22,17,5,21,30,29,5
17058,20170521,01,09,13,22,28,32,11,12,24,26,10,30,21,4
17059,20170523,04,08,09,15,19,25,09,8,33,2,9,12,4,9
17060,20170525,05,10,13,24,26,31,04,15,23,4,30,25,5,8
17061,20170528,06,07,12,20,26,27,11,18,15,30,1,29,10,6
17062,20170530,01,07,22,24,26,31,10,24,13,27,3,33,30,5
17063,20170601,12,16,20,22,25,31,04,6,2,19,12,8,7,10
17064,20170604,02,10,16,22,24,28,15,23,10,3,26,2,29,16
17065,20170606,02,05,08,10,12,21,07,26,33,23,15,16,17,9
17066,20170608,01,04,06,17,19,26,03,12,6,30,22,11,3,9
17067,20170611,01,03,04,10,18,29,04,12,1,24,27,16,3,11
17068,20170613,02,06,10,22,30,31,15,3,15,30,7,20,1,1
17069,20170615,02,11,12,23,29,31,05,9,20,3,6,17,19,5
17070,20170618,01,06,14,22,25,26,12,3,12,5,14,30,25,8
17071,20170620,02,03,06,14,31,32,03,21,24,1,23,31,26,14
17072,20170622,06,11,14,23,26,30,02,24,27,4,3,7,32,2
17073,20170625,03,06,16,23,26,30,14,17,13,23,25,9,7,1
17074,20170627,02,06,16,23,30,31,02,7,25,30,1,27,28,16
17075,20170629,01,03,06,19,21,29,07,26,2,3,5,17,11,13
17076,20170702,01,04,08,09,14,15,13,6,31,12,5,7,22,1
17077,20170704,01,02,04,15,17,22,14,8,30,22,7,26,3,2
17078,20170706,05,07,18,19,22,24,16,1,6,18,22,27,17,3
17079,20170709,03,07,14,23,25,27,08,21,26,17,3,15,22,8
17080,20170711,01,12,16,20,22,24,08,4,19,32,17,11,31,8
17081,20170713,03,05,14,25,26,30,05,2,24,14,22,32,33,13
17082,20170716,14,18,21,25,28,29,10,23,19,8,17,13,15,9
17083,20170718,03,08,14,20,24,26,12,13,29,10,14,3,5,9
17084,20170720,01,05,11,20,22,24,02,1,25,13,23,15,24,12
17085,20170723,01,05,06,16,25,30,09,16,11,27,24,20,7,4
17086,20170725,03,05,06,13,20,22,07,1,19,24,5,33,8,6
17087,20170727,03,06,13,14,19,28,06,8,22,30,2,15,13,14
17088,20170730,07,09,18,22,23,29,06,21,29,6,1,30,9,13
17089,20170801,11,12,13,16,23,25,12,21,14,10,3,17,12,4
17090,20170803,01,07,10,16,22,33,09,17,19,29,32,18,10,4
17091,20170806,05,07,10,23,28,29,03,17,21,9,27,14,20,13
17092,20170808,10,18,19,29,32,33,09,3,1,19,24,27,20,3
17093,20170810,07,08,09,15,22,27,12,5,14,21,17,24,3,4
17094,20170813,08,11,13,19,28,31,06,19,17,1,10,31,16,16
17095,20170815,09,10,12,19,22,29,16,11,28,15,20,2,23,1
17096,20170817,02,06,11,12,19,29,06,9,30,26,19,12,32,9
17097,20170820,05,10,18,19,30,31,03,19,11,23,29,6,2,9
17098,20170822,04,19,22,27,30,33,01,32,33,26,3,12,30,6
17099,20170824,02,05,06,16,28,29,04,26,6,28,21,32,20,14
17100,20170827,04,07,08,18,23,24,02,10,1,22,11,33,23,15
17101,20170829,01,04,11,28,31,32,16,31,29,22,26,21,23,8
17102,20170831,04,08,10,14,18,20,11,1,30,11,29,10,9,5
17103,20170903,01,21,23,25,31,33,01,11,25,21,1,12,30,3
17104,20170905,01,14,15,20,23,30,14,10,11,33,9,30,29,12
17105,20170907,03,06,07,12,25,26,07,30,18,19,12,17,13,15
17106,20170910,12,15,20,25,27,31,02,28,11,30,27,31,3,1
17107,20170912,08,09,15,17,30,32,06,10,7,20,15,22,3,13
17108,20170914,07,12,14,15,17,20,01,22,11,12,6,29,18,14
17109,20170917,08,14,16,18,21,23,16,15,26,5,13,10,8,4
17110,20170919,01,03,12,15,19,23,14,20,13,14,10,26,8,14
17111,20170921,05,10,17,19,29,32,12,21,2,3,10,7,27,8
17112,20170924,03,10,14,16,22,23,11,11,28,3,20,7,31,9
17113,20170926,04,06,16,27,29,33,05,16,29,3,7,24,10,5
17114,20170928,06,12,13,15,18,26,13,7,11,30,24,23,6,16
17115,20171001,04,10,11,25,30,31,01,10,15,25,24,19,1,6
17116,20171003,02,14,20,22,30,32,02,3,31,13,1,12,7,11
17117,20171005,01,02,08,11,14,21,09,28,1,16,8,20,10,11
17118,20171008,08,09,15,22,30,33,16,8,3,25,15,7,27,11
17119,20171010,09,16,21,25,26,31,14,5,32,24,22,29,1,6
17120,20171012,08,10,15,19,23,28,16,4,31,32,10,11,25,2
17121,20171015,11,18,19,22,24,32,07,33,4,11,20,13,15,15
17122,20171017,11,20,21,22,24,27,15,5,12,31,11,9,28,1
17123,20171019,04,05,06,11,21,31,10,6,20,17,10,5,32,7
17124,20171022,02,06,11,26,28,29,03,15,17,32,13,22,30,4
17125,20171024,01,14,23,25,29,30,03,31,21,22,17,1,19,14
17126,20171026,01,16,17,21,27,30,16,16,26,13,12,29,11,4
17127,20171029,14,15,21,24,27,32,12,9,25,3,14,16,20,7
17128,20171031,02,06,13,22,29,31,08,7,13,28,24,14,21,9
17129,20171102,05,06,09,14,21,33,02,5,14,7,28,12,26,13
17130,20171105,05,13,14,23,25,31,02,32,15,17,23,25,24,11
17131,20171107,01,07,10,11,26,27,11,1,22,18,27,4,2,7
17132,20171109,02,03,05,09,13,28,11,33,8,27,31,4,20,6
17133,20171112,06,15,17,18,23,30,11,12,21,9,23,14,27,16
17134,20171114,04,05,11,14,28,32,04,23,21,29,14,11,28,12
17135,20171116,01,06,07,14,18,26,16,17,4,15,13,12,32,15
17136,20171119,03,07,10,18,21,24,12,32,22,5,19,25,2,12
17137,20171121,05,10,20,23,26,31,03,22,13,23,30,32,1,16
17138,20171123,01,17,24,28,32,33,02,32,15,16,26,22,23,1
17139,20171126,02,14,20,24,28,32,16,19,26,2,7,24,12,10
17140,20171128,21,22,25,28,29,30,08,18,10,31,21,33,28,16
17141,20171130,01,06,07,11,13,15,05,19,6,2,1,18,9,9
17142,20171203,08,13,14,18,23,33,06,25,19,4,20,17,30,5
17143,20171205,04,06,09,14,20,29,14,33,15,20,12,5,22,4
17144,20171207,03,14,16,20,31,32,09,8,4,5,21,7,22,2
17145,20171210,02,06,12,17,25,28,12,12,19,32,20,10,16,9
17146,20171212,01,19,25,26,27,33,10,18,13,22,32,31,33,7
17147,20171214,03,07,20,21,25,31,14,6,7,4,8,15,25,13
17148,20171217,04,07,11,14,29,32,12,8,13,7,21,18,4,1
17149,20171219,05,08,15,20,27,30,13,6,4,3,31,25,11,9
17150,20171221,06,14,19,20,21,23,08,27,8,2,31,26,16,12
17151,20171224,02,05,07,09,11,27,16,2,23,33,18,8,5,5
17152,20171226,06,10,23,25,26,29,05,22,29,10,4,3,12,15
17153,20171228,07,11,12,13,18,19,16,21,19,3,18,22,5,15
17154,20171231,05,09,13,15,18,26,05,27,8,33,3,11,16,1
18001,20180102,01,08,11,26,28,31,04,28,11,29,3,13,17,3
18002,20180104,07,18,24,29,31,33,16,7,26,21,6,16,8,7
18003,20180107,01,14,16,17,20,31,04,2,9,20,25,30,6,13
18004,20180109,14,18,19,26,30,31,11,20,12,13,3,28,31,12
18005,20180111,02,20,21,28,31,33,06,7,29,12,23,6,17,10
18006,20180114,02,07,08,09,17,29,11,11,23,17,19,13,25,6
18007,20180116,13,14,20,25,27,31,12,5,26,33,8,15,31,8
18008,20180118,05,09,10,12,17,19,13,10,6,22,9,7,33,12
18009,20180121,05,10,17,23,26,32,07,5,27,2,25,26,11,2
18010,20180123,01,08,17,20,21,22,03,3,1,4,27,21,10,11
18011,20180125,03,10,21,23,27,33,11,8,22,14,12,11,17,12
18012,20180128,11,12,13,19,26,28,12,28,30,12,22,17,10,14
18013,20180130,06,08,13,15,22,33,06,6,28,29,23,12,3,12
18014,20180201,09,12,20,24,28,31,07,29,11,14,28,26,30,3
18015,20180204,11,15,20,21,26,33,15,14,9,17,27,29,4,7
18016,20180206,01,11,12,18,25,27,16,26,29,21,7,30,22,11
18017,20180208,03,06,11,26,30,32,12,7,2,15,22,25,17,11
18018,20180211,02,12,13,18,25,27,07,31,2,7,32,6,18,16
18019,20180213,03,11,12,16,21,23,09,28,29,4,14,9,27,4
18020,20180222,06,09,10,14,28,30,05,4,32,15,29,17,8,14
18021,20180225,03,04,06,11,23,28,14,24,11,1,12,18,17,9
18022,20180227,07,14,19,21,22,23,03,18,10,9,25,15,21,6
18023,20180301,12,15,16,21,26,29,16,11,6,18,2,24,8,11
18024,20180304,11,19,22,26,31,32,02,5,9,28,10,31,27,3
18025,20180306,04,13,16,19,21,25,14,13,33,24,19,16,23,5
18026,20180308,04,07,12,14,26,32,04,33,13,32,12,17,2,14
18027,20180311,02,07,09,14,18,28,05,15,16,2,4,30,22,1
18028,20180313,03,08,11,14,18,23,16,11,15,29,23,17,25,8
18029,20180315,01,02,09,14,22,25,05,8,28,16,5,29,26,14
18030,20180318,13,14,20,21,25,33,07,25,30,26,18,6,16,12
18031,20180320,02,16,18,19,27,30,14,23,29,5,30,1,24,6
18032,20180322,21,22,23,24,25,32,06,14,10,12,26,32,13,12
18033,20180325,04,19,20,22,28,33,06,15,1,28,7,30,21,11
18034,20180327,01,05,11,22,23,26,15,9,26,7,29,12,3,1
18035,20180329,07,10,11,17,23,28,15,5,18,25,33,22,2,4
18036,20180401,08,17,24,26,28,33,04,6,31,13,3,1,7,11
18037,20180403,01,06,07,08,27,30,10,28,10,17,22,6,30,3
18038,20180405,15,23,24,25,28,29,09,15,8,24,22,7,31,13
18039,20180408,08,12,18,19,23,32,03,17,4,12,21,15,9,16
18040,20180410,01,03,08,13,18,23,16,10,31,7,9,11,20,11
18041,20180412,07,08,20,23,24,32,13,2,26,27,11,33,16,8
18042,20180415,06,10,21,28,29,31,12,17,14,4,22,3,33,5
18043,20180417,01,04,06,08,21,24,07,18,10,29,22,23,4,7
18044,20180419,05,09,12,17,27,30,06,3,7,30,16,1,19,13
18045,20180422,03,04,06,25,26,30,01,3,7,20,24,21,6,11
18046,20180424,10,13,14,18,20,31,03,26,2,23,19,30,24,1
18047,20180426,06,07,12,16,22,25,07,3,14,20,10,22,5,4
18048,20180429,01,12,20,25,30,31,02,2,5,4,19,22,8,12
18049,20180501,01,03,04,11,19,23,02,6,20,27,21,11,26,2
18050,20180503,01,02,04,10,18,19,07,31,6,23,10,14,13,16
18051,20180506,05,07,20,23,27,31,04,15,14,10,13,24,27,4
18052,20180508,03,05,06,09,15,32,14,14,11,13,23,31,9,7
18053,20180510,01,04,10,11,14,27,06,22,25,3,11,17,24,9
18054,20180513,04,06,18,22,25,33,16,27,31,2,4,3,12,1
18055,20180515,07,09,10,12,22,26,07,9,5,16,8,20,1,10
18056,20180517,01,03,06,20,21,26,01,24,25,14,10,11,1,4
18057,20180520,05,15,17,19,20,30,13,27,33,21,17,31,32,9
18058,20180522,07,12,13,16,26,31,07,3,24,19,33,2,12,15
18059,20180524,04,06,08,13,22,32,11,2,32,11,21,4,28,6
18060,20180527,04,08,13,25,30,31,10,15,5,12,18,13,6,9
18061,20180529,09,10,11,12,18,23,07,12,22,10,11,8,16,16
18062,20180531,02,18,19,24,25,33,11,19,7,18,17,15,25,14
18063,20180603,05,06,10,16,20,25,12,13,2,24,21,26,29,9
18064,20180605,02,05,10,11,17,21,05,16,19,9,17,21,25,11
18065,20180607,01,04,06,14,28,33,01,16,10,28,11,31,22,8
18066,20180610,09,16,17,19,22,26,10,4,31,22,23,10,14,7
18067,20180612,01,04,09,12,15,18,05,7,3,26,23,31,13,11
18068,20180614,08,10,17,20,27,30,01,4,12,5,9,10,18,6
18069,20180617,06,13,17,19,23,31,12,6,3,10,9,11,30,14
18070,20180619,04,09,15,16,19,27,10,33,25,5,4,24,32,5
18071,20180621,02,05,06,13,16,19,03,32,26,27,1,5,18,14
18072,20180624,11,16,19,22,25,30,08,17,28,27,32,21,18,6
18073,20180626,02,09,14,15,16,23,10,22,2,1,8,7,4,12
18074,20180628,09,11,14,20,27,30,09,1,18,2,11,25,7,8
18075,20180701,07,09,12,13,22,24,11,11,22,28,29,23,27,12
18076,20180703,03,07,08,15,29,30,13,13,27,31,19,2,16,16
18077,20180705,02,05,09,15,20,24,10,18,7,21,29,24,23,10
18078,20180708,03,10,14,17,18,30,12,3,14,7,6,11,16,11
18079,20180710,14,15,17,22,24,29,13,3,21,23,6,25,8,6
18080,20180712,04,07,13,20,29,33,03,20,15,18,3,9,19,7
18081,20180715,01,02,12,16,20,26,03,26,6,29,27,21,17,5
18082,20180717,06,12,14,20,22,24,09,31,33,13,5,9,21,10
18083,20180719,04,09,18,21,32,33,03,25,20,12,14,30,10,5
18084,20180722,05,06,08,12,22,24,03,31,26,30,22,4,5,15
18085,20180724,04,10,25,26,30,33,06,1,10,28,33,21,25,5
18086,20180726,02,07,17,21,23,26,16,26,7,23,13,2,22,4
18087,20180729,01,05,10,16,18,31,03,7,3,17,30,4,26,14
18088,20180731,03,05,12,29,30,32,14,11,2,23,30,5,16,7
18089,20180802,06,09,12,14,18,27,14,33,26,20,4,13,17,16
18090,20180805,01,02,04,10,14,23,07,31,5,6,24,23,16,12
18091,20180807,06,11,13,17,25,32,07,33,31,22,21,1,7,9
18092,20180809,06,10,16,19,24,33,16,27,6,32,10,2,25,7
18093,20180812,04,18,20,21,29,33,07,17,9,8,27,25,5,12
18094,20180814,04,07,16,20,24,30,05,5,4,11,26,29,22,12
18095,20180816,10,11,12,21,26,33,09,19,24,17,9,3,4,9
18096,20180819,01,05,09,20,28,32,12,11,19,6,32,24,22,6
18097,20180821,01,02,17,20,25,28,13,9,29,25,5,15,13,9
18098,20180823,06,10,11,20,29,32,13,18,14,33,5,25,30,2
18099,20180826,03,07,08,14,25,32,06,13,17,16,24,27,6,15
18100,20180828,02,11,14,15,29,33,02,13,27,12,29,8,15,11
18101,20180830,01,03,14,26,29,33,09,4,16,27,26,17,20,10
18102,20180902,02,06,11,19,21,28,05,18,11,1,17,15,26,11
18103,20180904,02,09,15,22,23,24,16,21,15,24,23,8,11,4
18104,20180906,02,03,06,19,25,29,01,8,27,15,24,33,23,13
18105,20180909,04,05,13,18,19,25,01,8,16,22,32,25,3,2
18106,20180911,04,18,19,24,25,26,10,12,30,7,21,32,16,1
18107,20180913,01,02,05,12,20,22,01,9,5,3,1,8,17,11
18108,20180916,05,13,18,21,26,30,02,23,20,27,12,26,14,9
18109,20180918,10,11,18,23,31,33,15,23,15,30,4,33,28,9
18110,20180920,11,13,16,21,22,23,02,27,24,6,2,14,16,5
18111,20180923,01,07,14,24,25,28,08,26,31,33,14,19,7,13
18112,20180925,05,08,18,25,26,31,04,31,20,25,26,5,30,4
18113,20180927,01,06,09,16,25,26,09,31,26,4,7,14,9,9
18114,20180930,01,07,15,16,20,27,14,21,15,24,7,6,28,14
18115,20181002,01,13,19,24,26,29,11,9,31,8,3,6,2,6
18116,20181004,05,14,17,22,23,28,15,20,31,30,26,12,14,4
18117,20181007,08,11,15,17,23,25,05,9,1,17,6,26,33,13
18118,20181009,08,12,21,22,27,31,09,14,11,25,7,29,24,14
18119,20181011,03,13,14,16,25,27,12,24,1,12,18,16,6,15
18120,20181014,03,04,18,26,27,33,01,25,11,10,20,18,30,8
18121,20181016,06,08,14,19,23,25,11,29,6,5,10,18,31,14
18122,20181018,05,07,20,22,30,32,10,19,15,30,32,14,10,4
18123,20181021,13,21,24,27,31,32,01,9,28,4,25,26,20,3
18124,20181023,09,13,14,19,22,25,02,19,6,29,13,3,10,7
18125,20181025,03,10,11,14,15,32,02,14,25,31,27,8,33,2
18126,20181028,01,06,08,09,14,22,05,23,10,19,24,32,6,16
18127,20181030,02,05,06,07,11,15,12,16,13,27,32,18,8,4
18128,20181101,06,07,08,19,22,23,02,20,7,17,32,19,10,13
18129,20181104,02,04,06,16,18,19,16,9,23,14,6,13,22,16
18130,20181106,05,12,17,18,24,28,12,3,12,30,15,22,10,4
18131,20181108,21,22,24,31,32,33,01,20,18,15,31,33,11,8
18132,20181111,01,02,09,10,15,22,06,13,6,28,33,30,5,1
18133,20181113,02,04,11,12,18,32,13,22,31,5,10,3,19,10
18134,20181115,03,16,18,31,32,33,12,11,15,33,19,18,26,7
18135,20181118,01,03,06,10,11,29,16,30,29,15,21,26,9,4
18136,20181120,10,12,15,25,26,27,14,5,24,4,27,28,22,10
18137,20181122,03,05,11,15,20,23,09,20,3,17,23,31,13,11
18138,20181125,01,10,25,27,30,32,09,10,1,18,12,33,31,8
18139,20181127,11,18,20,23,31,32,15,11,3,24,22,2,21,15
18140,20181129,01,15,20,22,25,28,14,2,31,32,15,29,6,12
18141,20181202,11,14,16,18,24,33,04,8,6,18,1,25,13,1
18142,20181204,05,08,10,11,27,28,11,31,13,27,7,19,9,1
18143,20181206,04,06,15,28,32,33,14,18,26,11,7,32,19,14
18144,20181209,08,13,17,18,20,27,13,4,16,28,27,22,20,8
18145,20181211,03,09,13,22,23,25,06,15,28,33,27,5,25,15
18146,20181213,02,10,11,17,18,29,16,13,15,30,8,28,21,14
18147,20181216,03,15,17,23,27,30,11,18,1,16,10,8,26,5
18148,20181218,03,06,18,19,21,31,01,33,7,28,27,25,1,11
18149,20181220,01,07,08,10,12,24,01,16,27,22,14,32,29,8
18150,20181223,06,08,15,19,20,31,05,28,16,17,11,15,22,13
18151,20181225,05,15,19,25,26,29,15,19,11,25,26,12,20,2
18152,20181227,04,14,16,23,28,29,03,7,21,23,22,28,32,5
18153,20181230,01,07,17,23,25,31,11,31,7,4,22,32,28,6
19001,20190101,06,10,13,15,32,33,15,10,25,33,23,12,5,10
19002,20190103,04,05,06,08,09,18,11,25,7,27,6,4,32,3
19003,20190106,13,17,20,21,22,27,01,21,7,23,18,27,28,6
19004,20190108,08,12,16,19,26,32,03,7,1,32,11,19,28,9
19005,20190110,21,22,26,28,31,32,07,22,14,11,12,18,6,5
19006,20190113,01,05,10,19,26,28,12,21,27,14,23,13,1,4
19007,20190115,06,10,14,15,19,23,15,16,5,4,21,1,6,16
19008,20190117,02,06,09,13,28,32,12,31,3,7,4,15,32,16
19009,20190120,01,07,10,22,31,32,15,23,10,4,11,12,29,14
19010,20190122,02,04,05,08,11,30,02,7,3,2,25,8,33,12
19011,20190124,10,13,19,21,24,30,07,27,17,23,31,15,4,2
19012,20190127,07,10,21,23,31,33,14,7,26,17,33,4,20,15
19013,20190129,05,07,14,16,18,21,01,2,11,28,26,27,4,9
19014,20190131,01,02,03,14,19,33,03,15,14,6,28,16,21,13
19015,20190203,11,15,16,20,24,31,04,33,12,28,6,3,5,3
19016,20190212,05,07,09,11,19,25,05,8,23,10,12,30,21,16
19017,20190214,04,05,24,28,30,33,09,27,14,29,25,20,17,14
19018,20190217,04,11,18,19,26,32,04,5,11,26,2,10,31,1
19019,20190219,03,11,17,18,24,25,06,7,16,13,12,3,6,12
19020,20190221,02,12,13,23,27,28,12,25,8,18,27,29,6,8
19021,20190224,02,05,07,08,20,27,04,13,32,23,22,28,7,8
